item_links	website_category
/hu/product/_lg-gtf916pzpzd-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1243922.html	mediamarkt_refrigerator_links
/hu/product/_electrolux-en-3601-mox-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1140300.html	mediamarkt_refrigerator_links
/hu/product/_hyundai-hyuvin12b-borh%C5%B1t%C5%91-1123531.html	mediamarkt_refrigerator_links
/hu/product/_zanussi-zra33104wa-h%C5%B1t%C5%91szekr%C3%A9ny-1195335.html	mediamarkt_refrigerator_links
/hu/product/_samsung-rb37j506msa-ef-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1287406.html	mediamarkt_refrigerator_links
/hu/product/_lg-gbf61pzjzn-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294117.html	mediamarkt_refrigerator_links
/hu/product/_hotpoint-ariston-entm-18220-vw-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1108529.html	mediamarkt_refrigerator_links
/hu/product/_zanussi-zrg-15805-wa-h%C5%B1t%C5%91szekr%C3%A9ny-1170872.html	mediamarkt_refrigerator_links
/hu/product/_electrolux-ej2301aox2-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1139715.html	mediamarkt_refrigerator_links
/hu/product/_electrolux-ert-1601-aow-3-h%C5%B1t%C5%91szekr%C3%A9ny-1171049.html	mediamarkt_refrigerator_links
/hu/product/_gorenje-fh-331-w-fagyaszt%C3%B3l%C3%A1da-1301268.html	mediamarkt_refrigerator_links
/hu/product/_aeg-rdb72321ax-fel%C3%BClfagyaszt%C3%B3s-h%C5%B1t%C5%91szekr%C3%A9ny-1229318.html	mediamarkt_refrigerator_links
/hu/product/_indesit-taa-5-fel%C3%BClfagyaszt%C3%B3s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1097730.html	mediamarkt_refrigerator_links
/hu/product/_zanussi-zra33103wa-h%C5%B1t%C5%91szekr%C3%A9ny-1195334.html	mediamarkt_refrigerator_links
/hu/product/_electrolux-en3481mow-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1287119.html	mediamarkt_refrigerator_links
/hu/product/_electrolux-erf2504aow-h%C5%B1t%C5%91szekr%C3%A9ny-1139712.html	mediamarkt_refrigerator_links
/hu/product/_bosch-kgn39vi45-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1238220.html	mediamarkt_refrigerator_links
/hu/product/_ok-ofk-35459-a1-nf-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278698.html	mediamarkt_refrigerator_links
/hu/product/_whirlpool-w7-921o-ox-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294010.html	mediamarkt_refrigerator_links
/hu/product/_bosch-kgn36nl3a-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1233313.html	mediamarkt_refrigerator_links
/hu/product/_hyundai-hyursc050ww8-h%C5%B1t%C5%91szekr%C3%A9ny-1122232.html	mediamarkt_refrigerator_links
/hu/product/_haier-bd-103raa-fagyaszt%C3%B3l%C3%A1da-1266771.html	mediamarkt_refrigerator_links
/hu/product/_indesit-lr8-s2-wb-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1226760.html	mediamarkt_refrigerator_links
/hu/product/_aeg-rke64021dw-h%C5%B1t%C5%91szekr%C3%A9ny-1255785.html	mediamarkt_refrigerator_links
/hu/product/_bosch-ksv-33-vl-3-p-h%C5%B1t%C5%91szekr%C3%A9ny-1256155.html	mediamarkt_refrigerator_links
/hu/product/_indesit-li6-s1-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1191057.html	mediamarkt_refrigerator_links
/hu/product/_zanussi-zfc-21400-fagyaszt%C3%B3l%C3%A1da-1119905.html	mediamarkt_refrigerator_links
/hu/product/_zanussi-zfc-26400-wa-fagyaszt%C3%B3l%C3%A1da-1121823.html	mediamarkt_refrigerator_links
