item_name_short	item_name	producer	type	energy_class	energy_consumption	guarantee_month	colour	width_cm	height_cm	depth_cm	weight_kg	n_doors	cooling_capacity_l	freezing_capacity_l	item_price_edigital	website_category_edigital	link_edigital	articleID_edigital	item_price_mediamarkt	website_category_mediamarkt	link_mediamarkt	articleID_mediamarkt
AMICA FM050.4	Amica FM 050.4 mini hűtőszekrény, A+	AMICA	Refrigerator	A+	106	24	white	47	49,6	44,7	NA	NA	41 l	5 l	29 990 Ft	edigital_refrigerator	https://edigital.hu/mini-huto/amica-fm-0504-mini-hutoszekreny-p515970	515970	NA	NA	NA	NA
Amica FM104.4	Amica FM104.4 egyajtós hűtőszekrény, A+	AMICA	Refrigerator	A+	160 kWh/év	24	white	48	84	51	NA	1 db	NA	NA	56 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/amica-fm1044-egyajtos-hutoszekreny-p603899	603899	NA	NA	NA	NA
AMICA FM136.3AAA	Amica FM136.3AAA egyajtós hűtőszekrény, A+++	AMICA	Refrigerator	A+++	89 kWh/év	24	white	NA	NA	NA	NA	NA	97 l	12 l	64 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/amica-fm1363aaa-egyajtos-hutoszekreny-p564787	564787	NA	NA	NA	NA
Amica FZ133.3AA	Amica FZ133.3AA fagyasztószekrény, A++	AMICA	Freezer	A++	136v/év	24	NA	55	85	57	NA	1 db	NA	78 l	62 490 Ft	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/amica-fz1333aa-fagyasztoszekreny-p617840	617840	NA	NA	NA	NA
Amica KGC 15630	Amica KGC 15630 R felülfagyasztós hűtőszekrény, A++ piros	AMICA	Refrigerator	A++	172 /év	24	red	55	144	61,5	43,5	2 db	164 l	44 l	118 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/amica-kgc-15630-r-felulfagyasztos-hutoszekreny-piros-p532938	532938	NA	NA	NA	NA
AMICA KGC 15631	Amica KGC 15631 R felülfagyasztós hűtőszekrény, bordó	AMICA	Refrigerator	A++	172 kWh/év	24	claret	55	144	61,5	NA	2 db	164 l	44 l	116 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/amica-kgc-15631-r-felulfagyasztos-hutoszekreny-bordo-p530300	530300	NA	NA	NA	NA
Amica KGC 15633Y	Amica KGC 15633Y felülfagyasztós hűtőszekrény, A++	AMICA	Refrigerator	A++	172kWh/év	24	yellow	55cm	144cm	62cm	NA	2 db	168 l	45 l	119 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/amica-kgc-15633y-felulfagyasztos-hutoszekreny-p617839	617839	NA	NA	NA	NA
AMICA KGC 15634	Amica KGC 15634 S felülfagyasztós hűtőszekrény, A++	AMICA	Refrigerator	A++	172 kWh/év	24	black	55	144	61,5	NA	2 db	168 l	45 l	116 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/amica-kgc-15634-s-felulfagyasztos-hutoszekreny-p586214	586214	NA	NA	NA	NA
AMICA KGC 15635B	Amica KGC 15635B felülfagyasztós hűtőszekrény, A++	AMICA	Refrigerator	A++	172 kWh/év	24	beige	55	144	61,5	NA	2 db	164 l	44 l	114 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/amica-kgc-15635b-felulfagyasztos-hutoszekreny-p577970	577970	NA	NA	NA	NA
AMICA KGC15636P	Amica KGC15636P felülfagyasztós hűtőszekrény A++	AMICA	Refrigerator	A++	172 kWh/év	24	pink	55	144	61,5	NA	2 db	168 l	45 l	119 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/amica-kgc15636p-felulfagyasztos-hutoszekreny-p633328	633328	NA	NA	NA	NA
AMICA KS 15610	Amica KS 15610 R 1 Hűtőszekrény, A++	AMICA	Refrigerator	A++	133	24	red	55	86	61,5	NA	1 db	93 l	13 l	74 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/amica-ks-15610-r-1-hutoszekreny-p506707	506707	NA	NA	NA	NA
Amica KS 15611	Amica KS 15611 R 1 hűtőszekrény, A++, bordó	AMICA	Refrigerator	A++	133 kWh/év	24	claret	55	86	61,5	NA	1 db	93 l	13 l	74 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/amica-ks-15611-r-1-hutoszekreny-bordo-p506708	506708	NA	NA	NA	NA
AMICA KS 15612	Amica KS 15612 T 1 hűtőszekrény, A++, kék	AMICA	Refrigerator	A++	133	12	blue	55	86	61,5	NA	NA	93 l	13 l	68 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/amica-ks-15612-t-1-hutoszekreny-kek-p506709	506709	NA	NA	NA	NA
Amica KS 15613	Amica KS 15613 Y 1 hűtőszekrény, A++, narancssárga	AMICA	Refrigerator	A++	133	12	orange	55	86	61,5	NA	NA	93 l	13 l	74 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/amica-ks-15613-y-1-hutoszekreny-narancssarga-p506711	506711	NA	NA	NA	NA
Amica KS 15614	Amica KS 15614 S hűtőszekrény, A++, fekete	AMICA	Refrigerator	A++	133	24	black	55	86	61,5	NA	1 db	93 l	13 l	74 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/amica-ks-15614-s-hutoszekreny-fekete-p508186	508186	NA	NA	NA	NA
AMICA KS 15615	Amica KS 15615 B hűtőszekrény, A++,	AMICA	Refrigerator	A++	133	24	beige	55	86	61,5	NA	1 db	93 l	13 l	74 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/amica-ks-15615-b-hutoszekreny-p508187	508187	NA	NA	NA	NA
AMICA KS 15616	Amica KS 15616 P hűtőszekrény, A++, rózsaszín	AMICA	Refrigerator	A++	133	24	pink	55	86	61,5	NA	NA	93 l	13 l	74 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/amica-ks-15616-p-hutoszekreny-rozsaszin-p508185	508185	NA	NA	NA	NA
BEKO 186	BEKO 186	BEKO	Refrigerator	A+	414 kWh	24	grey	NA	NA	NA	91 kg	2	344 l	177 l	NA	NA	NA	NA	259999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-186-1308169.html	1308169
BEKO CNA 340I20XB	BEKO CNA 340I20XB NeoFrost kombinált hűtőszekrény	BEKO	Refrigerator	A+	304 kWh	60	grey	60 cm	175 cm	67 cm	64 kg	2	205 l	97 l	NA	NA	NA	NA	130999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-cna-340i20xb-neofrost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1296952.html	1296952
BEKO CSA270M30	BEKO CSA-270M30 W kombinált hűtőszekrény	BEKO	Refrigerator	A++	219 kWh	24	white	54 cm	171 cm	60 cm	NA	2	175 l	87 l	NA	NA	NA	NA	91993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-csa-270m30-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294478.html	1294478
BEKO CSA270M30	BEKO CSA-270M30 X kombinált hűtőszekrény	BEKO	Refrigerator	A++	219 kWh	24	grey	54 cm	171 cm	60 cm	NA	2	175 l	87 l	NA	NA	NA	NA	100993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-csa-270m30-x-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294479.html	1294479
BEKO CSA300M20	BEKO CSA-300M20 X kombinált hűtőszekrény	BEKO	Refrigerator	A+	267 kWh	24	grey	54 cm	181 cm	60 cm	NA	2	204 l	87 l	NA	NA	NA	NA	91993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-csa-300m20-x-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294480.html	1294480
BEKO DN156720	BEKO DN-156720 DX NeoFrost felülfagyasztós kombinált hűtőszekrény	BEKO	NA	A+	422 kWh	60	grey	74 cm	185 cm	77 cm	94.5 kg	2	389 l	121 l	NA	NA	NA	NA	249896	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-dn-156720-dx-neofrost-fel%C3%BClfagyaszt%C3%B3s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1182347.html	1182347
BEKO FS 129920	BEKO FS 129920 fagyasztószekrény	BEKO	Freezer	A+	270 kWh	12	white	60 cm	171 cm	60 cm	56.5 kg	NA	NA	237 l	NA	NA	NA	NA	114993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-fs-129920-fagyaszt%C3%B3szekr%C3%A9ny-1159570.html	1159570
BEKO FS166020	BEKO FS-166020 fagyasztószekrény	BEKO	NA	A+	170 kWh	12	white	48 cm	82 cm	53 cm	25 kg	1	NA	65 l	NA	NA	NA	NA	58999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-fs-166020-fagyaszt%C3%B3szekr%C3%A9ny-1222114.html	1222114
BEKO FSA13020	BEKO FSA-13020 fagyasztószekrény	BEKO	NA	A+	210 kWh	24	white	54 cm	102 cm	60 cm	36 kg	NA	NA	117 l	NA	NA	NA	NA	64993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-fsa-13020-fagyaszt%C3%B3szekr%C3%A9ny-1098908.html	1098908
BEKO FSE1072	BEKO FSE-1072 fagyasztószekrény	BEKO	NA	A+	181 kWh	12	white	55 cm	84 cm	60 cm	29 kg	1	NA	85 l	NA	NA	NA	NA	70999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-fse-1072-fagyaszt%C3%B3szekr%C3%A9ny-1222115.html	1222115
BEKO GN1416220	BEKO GN-1416220 CX NeoFrost side by side hűtőszekrény	BEKO	Refrigerator	A+	399 kWh	60	grey	91 cm	179 cm	70 cm	135 kg	4	446 l	73 l	NA	NA	NA	NA	547993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-gn-1416220-cx-neofrost-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1246069.html	1246069
BEKO GN1416221	BEKO GN-1416221 XP NeoFrost side by side hűtő	BEKO	Refrigerator	A+	464 kWh	60	grey	91 cm	182 cm	76 cm	NA	4	376 l	165 l	NA	NA	NA	NA	322993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-gn-1416221-xp-neofrost-side-by-side-h%C5%B1t%C5%91-1260128.html	1260128
BEKO GN163120	BEKO GN-163120 NeoFrost Side by side hűtőszekrény	BEKO	Refrigerator	A+	485 kWh	60	white	91 cm	179 cm	72 cm	110.5 kg	2	368 l	190 l	NA	NA	NA	NA	239893	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-gn-163120-neofrost-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1199875.html	1199875
BEKO GN163120	BEKO GN-163120 S NeoFrost Side by side hűtőszekrény	BEKO	Refrigerator	A+	485 kWh	60	grey	91 cm	179 cm	72 cm	110.5 kg	2	368 l	190 l	NA	NA	NA	NA	243993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-gn-163120-s-neofrost-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1204455.html	1204455
BEKO GN163220	BEKO GN-163220 S NeoFrost Side by side kombinált hűtőszekrény	BEKO	Refrigerator	A+	484 kWh	60	grey	91 cm	179 cm	72 cm	113.75 kg	NA	364 l	190 l	NA	NA	NA	NA	249993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-gn-163220-s-neofrost-side-by-side-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1178445.html	1178445
BEKO GNE134620	BEKO GNE-134620 X NeoFrost side by side hűtőszekrény	BEKO	NA	A+	447 kWh	60	grey	92 cm	182 cm	72 cm	125 kg	4	373 l	149 l	NA	NA	NA	NA	384793	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-gne-134620-x-neofrost-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1204454.html	1204454
BEKO GNE134630	BEKO GNE-134630 X NeoFrost side by side hűtőszekrény	BEKO	NA	A++	351 kWh	60	grey	92 cm	182 cm	72 cm	125 kg	4	373 l	149 l	NA	NA	NA	NA	399793	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-gne-134630-x-neofrost-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1204453.html	1204453
BEKO GNE480E20	BEKO GNE-480E20 ZXP NeoFrost side by side hűtőszekrény	BEKO	Refrigerator	A+	418 kWh	60	grey	76 cm	192 cm	75 cm	113 kg	4	300 l	150 l	NA	NA	NA	NA	305799	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-gne-480e20-zxp-neofrost-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1294471.html	1294471
BEKO HS 221520	BEKO HS 221520 fagyasztóláda	BEKO	NA	A+	235 kWh	12	white	75 cm	91 cm	73 cm	37 kg	NA	NA	205 l	NA	NA	NA	NA	69893	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-hs-221520-fagyaszt%C3%B3l%C3%A1da-1161857.html	1161857
BEKO HS210520	BEKO HS-210520 fagyasztóláda	BEKO	NA	A+	173 kWh	12	white	54 cm	86 cm	61 cm	27 kg	1	NA	104 l	NA	NA	NA	NA	52796	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-hs-210520-fagyaszt%C3%B3l%C3%A1da-1237032.html	1237032
BEKO HSA24520	BEKO HSA-24520 fagyasztóláda	BEKO	NA	A+	237 kWh	12	white	110 cm	86 cm	73 cm	45 kg	1	NA	230 l	NA	NA	NA	NA	80993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-hsa-24520-fagyaszt%C3%B3l%C3%A1da-1237033.html	1237033
BEKO HSA29520	BEKO HSA-29520 fagyasztóláda	BEKO	NA	A+	265 kWh	12	white	129 cm	86 cm	73 cm	51.4 kg	NA	NA	284 l	NA	NA	NA	NA	91999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-hsa-29520-fagyaszt%C3%B3l%C3%A1da-1106731.html	1106731
BEKO HSA29530	BEKO HSA-29530 fagyasztóláda	BEKO	NA	A++	208 kWh	12	white	129 cm	86 cm	73 cm	51 kg	1	NA	284 l	NA	NA	NA	NA	87793	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-hsa-29530-fagyaszt%C3%B3l%C3%A1da-1187849.html	1187849
BEKO HSA37530	BEKO HSA-37530 fagyasztóláda	BEKO	Freezer	A++	234 kWh	12	white	156 cm	86 cm	73 cm	63.5 kg	NA	NA	350 l	NA	NA	NA	NA	100993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-hsa-37530-fagyaszt%C3%B3l%C3%A1da-1165908.html	1165908
BEKO HSA40520	BEKO HSA-40520 fagyasztóláda	BEKO	NA	A+	303 kWh	12	white	129 cm	86 cm	73 cm	48 kg	1	NA	360 l	NA	NA	NA	NA	99999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-hsa-40520-fagyaszt%C3%B3l%C3%A1da-1237034.html	1237034
BEKO HSA47520	BEKO HSA-47520 fagyasztóláda	BEKO	NA	A+	350 kWh	12	white	155 cm	86 cm	73 cm	57 kg	NA	NA	451 l	NA	NA	NA	NA	103793	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-hsa-47520-fagyaszt%C3%B3l%C3%A1da-1106733.html	1106733
BEKO MCNA 406I40XB	BEKO MCNA 406I40XB NeoFrost kombinált hűtőszekrény	BEKO	Refrigerator	A+++	188 kWh	60	grey	60 cm	203 cm	67 cm	78 kg	2	253 l	109 l	NA	NA	NA	NA	179999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-mcna-406i40xb-neofrost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1296950.html	1296950
BEKO RCNA 406I30W	BEKO RCNA 406I30W NeoFrost kombinált hűtőszekrény	BEKO	Refrigerator	A++	282 kWh	60	white	60 cm	203 cm	67 cm	NA	2	253 l	109 l	NA	NA	NA	NA	142999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcna-406i30w-neofrost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1296951.html	1296951
BEKO RCNA 406I30XB	BEKO RCNA 406I30XB No Frost kombinált hűtőszekrény	BEKO	Refrigerator	A++	282 kWh	60	grey	59.5 cm	203.1 cm	66.5 cm	78 kg	2	253 l	109 l	NA	NA	NA	NA	152996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcna-406i30xb-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1307850.html	1307850
BEKO RCNA340K20	BEKO RCNA-340K20 W NeoFrost kombinált hűtőszekrény	BEKO	Refrigerator	A+	304 kWh	60	white	60 cm	175 cm	65 cm	68 kg	2	205 l	97 l	NA	NA	NA	NA	107993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcna-340k20-w-neofrost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1203335.html	1203335
BEKO RCNA365E32DZ	BEKO RCNA-365E32DZ X NeoFrost kombinált hűtőszekrény	BEKO	Refrigerator	A++	260 kWh	60	grey	60 cm	185 cm	65 cm	71 kg	2	216 l	97 l	NA	NA	NA	NA	157993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcna-365e32dz-x-neofrost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1237028.html	1237028
BEKO RCNA366E30	BEKO RCNA-366E30 ZXP NeoFrost kombinált hűtőszekrény	BEKO	Refrigerator	A++	270 kWh	60	grey	60 cm	186 cm	67 cm	72.5 kg	2	215 l	109 l	NA	NA	NA	NA	153793	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcna-366e30-zxp-neofrost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294486.html	1294486
BEKO RCNA366E40	BEKO RCNA-366E40 ZXB NeoFrost kombinált hűtőszekrény	BEKO	Refrigerator	A+++	180 kWh	60	grey	60 cm	185 cm	67 cm	73 kg	2	215 l	109 l	NA	NA	NA	NA	179999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcna-366e40-zxb-neofrost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294487.html	1294487
BEKO RCNA366I30	BEKO RCNA-366I30 W NeoFrost kombinált hűtőszekrény	BEKO	Refrigerator	A++	270 kWh	60	white	60 cm	186 cm	67 cm	70 kg	2	215 l	109 l	NA	NA	NA	NA	136993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcna-366i30-w-neofrost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294485.html	1294485
BEKO RCNA366K30XB	BEKO RCNA-366K30XB No Frost alulfagyasztós kombinált hűtőszekrény	BEKO	Refrigerator	A++	270 kWh	60	grey	60 cm	186 cm	67 cm	NA	2	215 l	109 l	NA	NA	NA	NA	129896	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcna-366k30xb-no-frost-alulfagyaszt%C3%B3s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1298412.html	1298412
BEKO RCNE520E41Z	BEKO RCNE-520E41Z X NeoFrost kombinált hűtőszekrény	BEKO	NA	A+++	211 kWh	60	grey	70 cm	192 cm	70 cm	88 kg	2	330 l	124 l	NA	NA	NA	NA	239896	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcne-520e41z-x-neofrost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1237030.html	1237030
BEKO RCNE560E30DZXB	BEKO RCNE-560E30DZXB No Frost alulfagyasztós kombinált hűtőszekrény	BEKO	Refrigerator	A++	342 kWh	60	grey	70 cm	192 cm	74 cm	82.5 kg	2	352 l	145 l	NA	NA	NA	NA	225999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcne-560e30dzxb-no-frost-alulfagyaszt%C3%B3s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1298413.html	1298413
BEKO RCSA225K20	BEKO RCSA-225K20 W kombinált hűtőszekrény	BEKO	Refrigerator	A+	249 kWh	24	white	54 cm	144 cm	60 cm	42 kg	2	142 l	64 l	NA	NA	NA	NA	74893	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa-225k20-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294476.html	1294476
BEKO RCSA240M30	BEKO RCSA-240M30 W kombinált hűtőszekrény	BEKO	Refrigerator	A++	210 kWh	24	white	54 cm	153 cm	60 cm	48 kg	2	142 l	87 l	NA	NA	NA	NA	84893	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa-240m30-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294477.html	1294477
BEKO RCSA300K30	BEKO RCSA-300K30 XP kombinált hűtőszekrény	BEKO	Refrigerator	A++	227 kWh	24	grey	54 cm	181 cm	60 cm	54 kg	2	204 l	87 l	NA	NA	NA	NA	109999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa-300k30-xp-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294481.html	1294481
BEKO RCSA330K30	BEKO RCSA-330K30 PT kombinált hűtőszekrény	BEKO	Refrigerator	A++	229 kWh	24	grey	60 cm	185 cm	60 cm	61 kg	2	197 l	95 l	NA	NA	NA	NA	110793	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa-330k30-pt-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294483.html	1294483
BEKO RCSA330K30	BEKO RCSA-330K30 W kombinált hűtőszekrény	BEKO	Refrigerator	A++	229 kWh	24	white	60 cm	185 cm	60 cm	61 kg	2	197 l	95 l	NA	NA	NA	NA	97993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa-330k30-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294482.html	1294482
BEKO RCSA330K31	BEKO RCSA-330K31 PT kombinált hűtőszekrény	BEKO	Refrigerator	A++	229 kWh	60	grey	60 cm	185 cm	60 cm	61 kg	2	197 l	95 l	NA	NA	NA	NA	110993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa-330k31-pt-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1235273.html	1235273
BEKO RCSA330K31	BEKO RCSA-330K31 W kombinált hűtőszekrény	BEKO	Refrigerator	A++	229 kWh	60	white	59.5 cm	185.3 cm	60 cm	61 kg	NA	197 l	95 l	NA	NA	NA	NA	94993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa-330k31-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1225951.html	1225951
BEKO RCSA365K20	BEKO RCSA-365K20 X kombinált hűtőszekrény	BEKO	Refrigerator	A+	296 kWh	12	grey	60 cm	185 cm	65 cm	65 kg	2	230 l	113 l	NA	NA	NA	NA	109796	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa-365k20-x-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1237024.html	1237024
BEKO RCSA365K30	BEKO RCSA-365K30 W	BEKO	Refrigerator	A++	245 kWh	24	white	60 cm	185.3 cm	65 cm	67.5 kg	NA	233 l	113 l	NA	NA	NA	NA	102993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa-365k30-w-1237022.html	1237022
BEKO RCSA400K31	BEKO RCSA-400K31 W Kombinált hűtőszekrény	BEKO	Refrigerator	A++	256 kWh	24	white	60 cm	201 cm	65 cm	72 kg	2	267 l	113 l	NA	NA	NA	NA	117993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa-400k31-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1237025.html	1237025
BEKO RCSA240K20W	BEKO RCSA240K20W kombinált hűtőszekrény	BEKO	Refrigerator	A+	245 kWh	12	white	54 cm	153 cm	60 cm	48 kg	2	142 l	87 l	NA	NA	NA	NA	85999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa240k20w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1235265.html	1235265
Beko RCSA270K20S	BEKO RCSA270K20S kombinált hűtőszekrény	BEKO	Refrigerator	A+	257 kWh	12	grey	54 cm	171 cm	60 cm	52 kg	2	175 l	87 l	NA	NA	NA	NA	85993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa270k20s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1235266.html	1235266
BEKO RCSA270K20W	BEKO RCSA270K20W kombinált hűtőszekrény	BEKO	Refrigerator	A+	257 kWh	24	white	54 cm	171 cm	60 cm	52 kg	2	175 l	87 l	NA	NA	NA	NA	79793	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa270k20w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1235268.html	1235268
BEKO RCSA270K20X	BEKO RCSA270K20X Alulfagyasztós kombinált hűtőszekrény	BEKO	Refrigerator	A+	257 kWh	24	grey	54 cm	171 cm	60 cm	52 kg	2	175 l	87 l	NA	NA	NA	NA	89996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa270k20x-alulfagyaszt%C3%B3s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1235267.html	1235267
BEKO RCSA330K21W	BEKO RCSA330K21W alulfagyasztós kombinált hűtőszekrény	BEKO	Refrigerator	A+	267 kWh	24	white	60 cm	185 cm	60 cm	61 kg	2	205 l	90 l	NA	NA	NA	NA	89796	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rcsa330k21w-alulfagyaszt%C3%B3s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1235269.html	1235269
BEKO RDSA180K20	BEKO RDSA-180K20 W felülfagyasztós kombinált hűtőszekrény	BEKO	Refrigerator	A+	231 kWh	24	white	54 cm	124 cm	57.4 cm	42 kg	2	130 l	46 l	NA	NA	NA	NA	60996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rdsa-180k20-w-fel%C3%BClfagyaszt%C3%B3s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294474.html	1294474
BEKO RDSA240K30	BEKO RDSA-240K30 W felülfagyasztós kombinált hűtőszekrény	BEKO	Refrigerator	A++	195 kWh	12	white	54 cm	147 cm	60 cm	44 kg	2	177 l	46 l	NA	NA	NA	NA	79993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_beko-rdsa-240k30-w-fel%C3%BClfagyaszt%C3%B3s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1235271.html	1235271
